date,min,max,pm25,q1,q3,stdev,count
2020-08-16,0.7,8.44,4.8,1.12,6.7,2.698,543
2020-08-17,0.9,6.07,3.1,2.29,3.62,1.028,531
2020-08-18,1.7,6.28,3.33,2.6,4.13,0.993,533
2020-08-19,1.5,13.75,2.95,2.29,3.5,2.024,519
2020-08-20,1.4,8.27,2.27,2,2.6,0.842,519
2020-08-21,1.6,12.8,3.67,2.86,4.82,1.984,513
2020-08-22,1.25,6.18,3.1,1.83,4.3,1.294,478
2020-08-23,0.9,12.18,1.5,1.3,1.8,0.644,501
2020-08-24,0.4,2.97,0.98,0.7,1.73,0.619,432
2020-08-25,0.43,4.34,0.7,0.6,0.82,0.48,447
2020-08-26,0.4,1.8,0.7,0.6,0.9,0.219,452
2020-08-27,0.4,3.7,0.7,0.6,1.2,0.457,522
2020-08-28,0.4,3.95,0.8,0.6,1.23,0.581,459
2020-08-29,0.5,2.9,1.25,1,1.45,0.345,475
2020-08-30,0.6,4.03,1.27,0.98,1.7,0.827,476
2020-08-31,0.3,2.5,0.8,0.55,1.05,0.43,463
2020-09-01,0.82,3.12,1.7,1.2,2.13,0.534,405
2020-09-02,0.8,3.7,2.02,1.6,2.4,0.549,468
2020-09-03,1.5,8.07,4.3,3.65,5.53,1.317,465
2020-09-04,1,5.78,1.92,1.4,3.1,1.028,477
2020-09-05,0.68,4.07,1.5,1.14,1.94,0.51,473
2020-09-06,0.4,8.23,0.98,0.75,1.35,0.589,466
2020-09-07,0.4,4.7,0.8,0.6,1.1,0.752,442
2020-09-08,0.5,2.67,0.9,0.7,1.2,0.367,376
2020-09-09,0.3,4.3,2.15,1.02,2.67,0.945,399
2020-09-10,0.25,1.37,0.5,0.4,0.56,0.169,347
2020-09-11,0.4,3.37,0.98,0.64,1.29,0.62,305
2020-09-12,1.23,7.97,2.9,2.6,3.53,0.897,294
2020-09-13,0.7,3.75,2.02,1.33,2.5,0.692,366
2020-09-14,0.52,5.15,1.95,1,2.29,0.724,298
2020-09-15,2.12,6.32,4,3.5,4.34,0.791,257
2020-09-16,0.3,0.65,0.4,0.35,0.5,0.08,37
2020-09-17,0.3,1.08,0.6,0.5,0.7,0.13,152
2020-09-18,0.5,1.98,1,0.85,1.2,0.247,323
2020-09-19,0.6,10.63,1,0.9,1.48,1.771,316
2020-09-20,0.9,2.9,1.75,1.48,2.04,0.418,235
2020-09-21,1.3,3.78,2.22,1.82,2.87,0.592,221
2020-09-22,1,6.78,1.7,1.45,2.79,1.514,340
2020-09-23,3.4,20.73,6.2,4.45,10.09,4.027,445
2020-09-24,3.8,34.13,12.45,8.14,19.91,7.107,461
2020-09-25,1.4,13.65,3.7,2.6,4.75,2.13,346
2020-09-26,8.73,17.3,11.7,10.63,13.52,1.809,274
2020-09-27,4.68,17.32,12.31,9.55,14.43,3.413,224
2020-09-28,4.07,14.6,9.02,5.5,11.2,3.121,266
2020-09-29,1.1,10.57,2.84,2.33,5.78,2.34,262
2020-09-30,1,9.69,4.97,3.35,6.5,2.232,395
2020-10-01,1.8,10.25,6.67,3.95,7.57,2.021,306
2020-10-02,5.78,18.57,11.88,8.4,13.5,2.811,279
2020-10-03,6.57,23,13.98,10.35,17.2,4.152,274
2020-10-04,7.68,26.48,16.14,13.18,18.84,3.218,313
2020-10-05,0.6,8.19,2.4,1.01,4.34,1.942,320
2020-10-06,1.37,18.45,3.35,2.5,8.28,5.001,329
2020-10-07,1.12,4.07,2.29,1.84,2.85,0.654,340
2020-10-08,0.85,4.2,1.62,1.3,2.25,0.722,323
2020-10-09,0.6,6.37,1.45,1,2,0.994,362
2020-10-10,0.68,10.98,2,1.4,2.7,1.734,416
2020-10-11,0.52,6.57,1.14,0.95,1.4,0.647,431
2020-10-12,0.3,4.82,0.7,0.5,0.95,0.443,344
2020-10-13,0.5,1.77,0.82,0.7,0.95,0.187,411
2020-10-14,0.4,2,0.74,0.65,0.9,0.203,406
2020-10-15,0.4,2.42,0.8,0.68,0.98,0.229,415
2020-10-16,0.4,8.69,0.79,0.6,2,2.127,430
2020-10-17,0.43,3.3,0.9,0.73,1.14,0.416,432
2020-10-18,0.3,1.83,0.55,0.5,0.68,0.175,440
